date,code,name,source_line,tier,tier_raw,rank,strategy_source,entry_type,entry_text,trigger_price,line_action,D_close,D_pct,d1,D1_open,D1_high,D1_low,D1_close,D1_volratio5,D2_close,全A等权_d1,A_成交,A_成交价,A_r_d1,A_r_d2,A_alpha_d1,A_踏空,A_状态,A_桶,B_状态,B_成交价,B_r_d1,B_r_d2,B_alpha_d1,B_桶,票自身_d1,票自身_alpha_d1,review_bucket,review_verdict,action_note,notes
2026-09-08,000019,深粮控股,定时策略,规避,规避（检验样本·回灌误判）,8.0,最大范围选股 ∩ 量价放量 ∩ 消息面回灌+0.53(误判样本),未指定,规避不参与；盯点是否跌破MA5 7.27、是否放量,,不建仓,7.69,4.20054200542006,2026-09-09,7.5,8.46,7.48,8.46,1.73,7.68,-0.4093,True,7.5,12.8,2.4,13.209,,已成交,规避打脸,不建仓,,,,,规避打脸,10.013,10.422,涨停·池内最强α(规避被打脸/预登记为侥幸),09-09收+10.01%涨停，α +10.48pp，池内最强α；选股文档预登记'无论涨跌都记为口径缺陷样本(涨=侥幸)',,文档同时标'检验样本'与'规避'，规避表态更强且§4排序表写'规避'，tier取规避。复盘文档本身未对'规避被打脸'作定性，括注部分来自选股文档§5预登记。
2026-09-09,601061,中信金属,定时策略,买入候选,买入（首选）,1.0,"合议#1(0.7107,3专家一致看多)",未指定,买入（首选）；放量反包已是触发信号，方向前提已满足，大概率高开或平开震荡上行,,开盘市价,12.18,4.909560723514206,2026-09-10,12.53,12.8,12.3,12.64,2.03,,-1.2647,False,,,,,True,未成交(高开未回踩),踏空(高开未回踩),开盘市价成交,12.53,0.878,,2.143,选对,3.777,5.042,选对/买入首选强兑现,收+3.78%/α+5.13pp，买入首选强兑现：普跌重挫日逆势放量(vol_ratio 2.03)，本批头号α,,未给具体入场价，按开盘/持续持有理解，entry_type记未指定。
2026-09-09,600356,恒丰纸业,定时策略,买入候选,可参与（小-中仓）·偏多待动,2.0,合议#16(多因子0.9275)+最大范围#171,未指定,可参与（小-中仓）；升级为看多的触发=放量收阳站上9.75，未现则维持待动,,闸门,9.35,-0.6376195536663132,2026-09-10,9.3,9.41,9.21,9.3,0.73,9.18,-1.2647,True,9.3,0.0,-1.29,1.265,,已成交,选错·策略,未触发·空仓(未收阳;收盘9.3未站上9.75;量比0.73<1.2),,,,,空仓·真避损,-0.535,0.73,抗跌·待动未触发,收−0.53%/α+0.82pp，抗跌·正α未启动：缩量小跌跑赢基准，无放量上行触发，方向仍待动,"表态""可参与;升级触发=放量收阳站上9.75,未现维持待动"",复盘记待动未触发",9.75是‘升级看多’的触发位而非入场闸门，故entry_type=未指定、trigger_price留空；09-08批纠偏票续跟。
2026-09-09,688262,国芯科技,定时策略,检验样本,检验样本（可小仓参与，非首选）,3.0,半导体多因子#1(1.8019),未指定,检验样本，可小仓参与；给方向需放量收阳+主力翻正新鲜口径确认，当前维持中性待动,,闸门,26.92,-0.2223869532987366,2026-09-10,26.73,26.99,26.38,26.73,0.82,25.99,-1.2647,True,26.73,0.0,-2.768,1.265,,已成交,选错·策略,未触发·空仓(未收阳;量比0.82<1.2),,,,,空仓·真避损,-0.706,0.559,检验样本抗跌兑现,收−0.71%/α+0.64pp，检验样本抗跌兑现：缩量随半导体小跌但跑赢基准，弱势延续非尾盘回补,"表态""可小仓;给方向需放量收阳+主力翻正,当前中性待动"",按闸门处理",
2026-09-09,688130,晶华微,定时策略,检验样本,不建仓（检验样本）,4.0,半导体多因子#3+扣非质量#1(1.5183),条件触发,不建仓；升级触发=放量反包站上MA5(22.96)+主力翻正，未现则不给方向,22.96,不建仓,22.46,-1.2313104661389462,2026-09-10,22.22,22.51,22.01,22.22,1.19,21.61,-1.2647,True,22.22,0.0,-2.745,1.265,,已成交,假利好,不建仓,,,,,空仓·真避损,-1.069,0.196,不建仓成立/待动未触发,收−1.07%/α+0.28pp，不建仓成立：平量小跌约与基准持平，无放量反包触发，纪律守住,,entry_type记条件触发是指‘改判/升级’门槛（放量反包站上MA5 22.96），并非买入指令。
2026-09-09,000019,深粮控股,定时策略,规避,规避（不建仓+不给方向）,5.0,量价·连续放量+最大范围#1（#28误判样本续跟）,未指定,不参与；游资情绪票不给方向,,不建仓,8.46,10.013003901170348,2026-09-10,8.28,8.4,7.64,7.68,1.95,7.33,-1.2647,True,8.28,-7.246,-11.473,-5.981,,已成交,真避损,不建仓,,,,,真避损,-9.22,-7.955,真避损/规避强兑现,收−9.22%/α−7.87pp，规避强兑现（本批最大避损）：近跌停、换手20%巨量派发，#28尾部风险T+1兑现,,
2026-09-10,300453,三鑫医疗,定时策略,买入候选,买入（首选）·条件式入场,1.0,消息面评分#1(0.9265)+合议#5,条件触发,入场闸门：放量（vol_ratio≥1.2）站上MA10 9.28；闸门未开则低波动待动、不追,9.28,闸门,9.13,0.11,2026-09-11,9.13,9.14,9.0,9.11,0.94,9.28,-1.9786,True,9.13,-0.219,1.643,1.76,,已成交,假利好,未触发·空仓(未收阳;收盘9.11未站上9.28;量比0.94<1.2),,,,,空仓·真避损,-0.219,1.76,待动未触发/伪机会成本,收−0.22%/α+1.77pp，本批最强抗跌正α；闸门未开(收9.11<9.28)→未入场，抗跌无绝对收益=伪机会成本(#30),,消息面事件标签把‘回购’误标‘增持’，选股文已修正。
2026-09-10,000893,亚钾国际,定时策略,买入候选,可参与（小仓）·条件式,2.0,合议#17+反转低换手#18+消息面评分#3,条件触发,入场闸门：放量（vol_ratio≥1.5）站上MA5 45.29；跳空高开越闸则当日作废改判次日（#20）,45.29,闸门,43.22,-0.02,2026-09-11,42.9,43.2,41.2,41.8,0.91,41.1,-1.9786,True,42.9,-2.564,-4.196,-0.585,,已成交,假利好,未触发·空仓(未收阳;收盘41.8未站上45.29;量比0.91<1.2),,,,,空仓·真避损,-3.286,-1.307,真避损/闸门未开,收−3.29%/α−1.30pp，跑输基准；闸门未开(收41.80≪45.29)→未入场，周期顶+主力流出压制兑现，条件式闸门正确避损,,
2026-09-10,688262,国芯科技,定时策略,检验样本,不建仓（检验样本）·缩量抗跌方向待动,3.0,半导体多因子#1(1.8088),条件触发,需放量收阳(vol_ratio≥1.5)+主力新鲜口径净流入+舆情转正，三者未现只待动,,闸门,26.73,-0.71,2026-09-11,26.31,26.53,25.27,25.99,1.75,26.58,-1.9786,True,26.31,-1.216,1.026,0.763,,已成交,选错·策略,未触发·空仓(未收阳),,,,,空仓·真避损,-2.768,-0.789,不建仓成立/thesis证伪,收−2.77%/α−0.78pp，跑输；「缩量抗跌」thesis彻底证伪（放量下跌），不建仓无损，坐实#14,,触发条件无具体价位，trigger_price留空。
2026-09-10,300124,汇川技术,定时策略,观望,观望（检验样本、不建仓）,4.0,反转低换手#1(1.5632),条件触发,需放量收阳站回MA5+主力回流，未现只待动,,不建仓,54.46,-2.61,2026-09-11,53.97,54.43,53.44,53.52,1.16,53.66,-1.9786,True,53.97,-0.834,-0.574,1.145,,已成交,观望正确(跌),不建仓,,,,,观望正确(跌),-1.726,0.253,观望成立,收−1.73%/α+0.26pp，微正α；大盘白马相对抗跌延续、连续第二日相对企稳；观望无仓位，错过仅+0.26pp可忽略,,文档类型列为‘检验样本’、表态为‘观望’，tier按表态取观望。MA5具体值未给，trigger_price留空。
2026-09-10,603193,润本股份,定时策略,观望,观望（检验样本、不建仓）,5.0,合议#1(0.706)+消息面评分#2,条件触发,需放量收阳站回MA20 20.95（企稳信号），未现只待动,20.95,不建仓,19.92,-5.14,2026-09-11,19.8,19.85,18.84,19.14,1.09,19.6,-1.9786,True,19.8,-3.333,-1.01,-1.354,,已成交,观望正确(跌),不建仓,,,,,观望正确(跌),-3.916,-1.937,真避损,收−3.92%/α−1.93pp，本批最弱；连续放量急跌，供给面压制持续兑现，观望避损成立（坐实#22）,,文档类型列为‘检验样本’，tier按表态取观望。
2026-09-11,601872,招商轮船,定时策略,买入候选,可参与买入（条件式：放量站上20.98才入，普跌日降级）,1.0,最强选股+最大范围(同源计一票)+扣非质量口径,条件触发,闸门：放量突破20.98（前高）且量比≥1.3，收盘确认；闸门未开=低波动待动,20.98,闸门,20.0,-2.82,2026-09-14,20.55,21.52,19.85,20.0,1.34,20.5,0.5549,True,20.0,0.0,2.5,-0.555,,已成交,假利好,未触发·空仓(未收阳;收盘20.0未站上20.98),,,,,空仓·平,0.0,-0.555,待动未触发/避开whipsaw,收+0.00%/α−0.53pp，闸门收盘未确认(收20.00<20.98)→空仓正确；日内触21.52后回落收平，振幅8.35%，避开假突破,,09-14另有闸门收盘终判文件对其逐条核验：量比1.34达标、守MA5、决定性价格闸门未过。
2026-09-11,002913,奥士康,定时策略,观望,观望（不建仓）,2.0,最强选股+最大范围(同源),未指定,不建仓；题材/融资盘票方向不可线性预测，不给方向,,不建仓,72.49,2.11,2026-09-14,71.77,77.07,70.49,76.54,1.14,75.55,0.5549,True,71.77,6.646,5.267,6.091,,已成交,观望踏空(涨),不建仓,,,,,观望踏空(涨),5.587,5.032,踏空/真机会成本,收+5.59%/α+5.06pp，逆势最强收近全日高；观望未打脸但记真机会成本（批次最大，#23）,,文档大标题为‘检验样本·观望’，tier按表态取观望。
2026-09-11,002064,华峰化学,定时策略,观望,观望（不建仓）,3.0,扣非质量相邻高分（quality 73.48 本批最高）,条件触发,5日：若化纤板块企稳+放量收阳站上MA5 10.65，value修复可期；1日不给方向,10.65,不建仓,10.0,-5.66,2026-09-14,9.9,10.32,9.87,10.23,0.72,10.0,0.5549,True,9.9,3.333,1.01,2.778,,已成交,观望踏空(涨),不建仓,,,,,观望踏空(涨),2.3,1.745,踏空/触发未开,收+2.30%/α+1.77pp，value超跌修复；收10.23<MA5 10.65，站上MA5触发仍未确认，反抽在闸门下走完,,09-14闸门收盘终判：缩量(量比0.72)收阳、未站上MA5，不达买点。类型列为检验样本。
2026-09-11,300124,汇川技术,定时策略,观望,观望（不建仓）,4.0,反转低换手组合,条件触发,5日反弹需放量收阳站上MA5 55.99触发，未触发前偏弱,55.99,不建仓,53.52,-1.73,2026-09-14,53.09,54.12,52.85,53.66,0.5,51.55,0.5549,True,53.09,1.074,-2.901,0.519,,已成交,观望踏空(涨),不建仓,,,,,观望踏空(涨),0.262,-0.293,观望成立,收+0.26%/α−0.27pp，反弹日最钝、约当基准偏下；空头排列无量，观望正确（坐实#25）,,类型列为检验样本。
2026-09-11,688262,国芯科技,定时策略,规避,规避/观望（不建仓）,5.0,半导体多因子#1(1.8094),条件触发,不建仓；盯是否站上MA5 26.81+放量收阳；方向不给,26.81,不建仓,25.99,-2.77,2026-09-14,25.93,26.77,25.5,26.58,1.09,26.57,0.5549,True,25.93,2.507,2.468,1.952,,已成交,规避打脸,不建仓,,,,,规避打脸,2.27,1.715,踏空/触发未开,收+2.27%/α+1.74pp，逆半导体板块超跌反抽；收26.58<MA5 26.81，非趋势反转，规避未打脸但机会成本为真,,原文‘规避/观望’并列，tier取前者规避；类型列为检验样本。
2026-09-14,601162,天风证券,定时策略,买入候选,可参与（条件式）,1.0,扣非质量top1(1.4572),条件触发,闸门：放量（量比≥1.0）收阳站上MA10 3.75+主买翻正；未触发前只给震荡待动,3.75,闸门,3.58,-0.83,2026-09-15,3.57,3.59,3.55,3.56,0.51,3.61,-1.367,True,3.57,-0.28,1.12,1.087,,已成交,选错·策略,未触发·空仓(未收阳;收盘3.56未站上3.75;量比0.51<1.0),,,,,空仓·真避损,-0.559,0.808,待动未触发/伪机会成本,收−0.56%/α+0.80pp，闸门收盘未开（收阴·量比0.39级缩量）→空仓；抗跌属伪机会成本/避入普跌下行(#30),,修正版把闸门简化为放量收阳单条(量比>1.5)、MA10降为加仓确认。
2026-09-14,003032,传智教育,定时策略,买入候选,小仓试反抽（条件式）,2.0,合议top1(0.7068),条件触发,反抽三确认（早于MA5，#31）：放量收阳(量比≥1.2)+tick主买>50%+站上前一日高；仓位≤1/3常规,,闸门,8.79,-1.35,2026-09-15,8.82,8.9,8.67,8.72,0.44,8.72,-1.367,True,8.79,-0.796,-0.796,0.571,,已成交,选错·策略,未触发·空仓(未收阳;量比0.44<1.2),,,,,空仓·真避损,-0.796,0.571,待动未触发/伪机会成本,收−0.80%/α+0.56pp，反抽三确认闸门收盘未开（缩量惜售收阴）→空仓；深超卖在普跌日未反抽，伪机会成本(#30/#31),,触发价=‘前一日高（9.xx）’原文未给具体数，trigger_price留空；修正版止损改为8.42。
2026-09-14,688262,国芯科技,定时策略,观望,观望（方向待动）,3.0,半导体多因子top1(1.8156),条件触发,改判偏多前提：放量收阳站上MA5 26.63、进而站稳MA20 27.31+主买翻正,26.63,不建仓,26.58,2.27,2026-09-15,26.5,27.04,26.36,26.57,0.78,27.72,-1.367,True,26.5,0.264,4.604,1.631,,已成交,观望正确(跌),不建仓,,,,,观望正确(跌),-0.038,1.329,观望成立/抗跌未启动,收−0.04%/α+1.32pp，收26.57仍<MA5 26.63触发未开；本批最强抗跌但绝对近零=抗跌≠上涨，观望无损失,,类型列为检验样本。盘中曾随半导体+1.05%，收盘回吐。
2026-09-14,002913,奥士康,定时策略,规避,规避（不建仓）,4.0,最强选股+最大范围+量价放量(同源计一票),未指定,规避不建仓；不给上行方向也不给看跌硬方向（若持有跌破MA5 70.81清仓）,,不建仓,76.54,5.59,2026-09-15,75.5,77.21,72.91,75.55,0.87,83.11,-1.367,True,75.5,0.066,10.079,1.433,,已成交,真避损,不建仓,,,,,真避损,-1.293,0.074,真避损/规避成立,收−1.29%/α+0.07pp，方向偏空/回吐兑现=规避成立；日内冲77.21收75.55巨振派发，普跌市同步跌非独跌,,类型列为检验样本。策略视图close 76.54 vs per-stock 74.62口径不一致，选股文已记。
2026-09-14,603730,岱美股份,定时策略,规避,规避（不建仓）·偏空待确认,5.0,反转低换手top1(1.5449),未指定,规避不建仓；反弹需站回MA20 10.53且放量才改观,,不建仓,9.48,-7.33,2026-09-15,9.48,9.57,9.34,9.5,0.89,9.5,-1.367,True,9.48,0.211,0.211,1.578,,已成交,规避打脸,不建仓,,,,,规避打脸,0.211,1.578,小幅踏空/待风险窗口复核,收+0.21%/α+1.57pp，本批最强α，规避小幅踏空（真机会成本仅+0.21%）；供给面tail risk未落地→移交、不结案(#29),,类型列为检验样本。financing段返回None，存续转债由baidu_news人工补全。
2026-09-15,603129,春风动力,定时策略,买入候选,买入候选·首选，可参与（条件式，配触发闸门）,1.0,动量组合+放量后缩量回踩(S02)+最大范围选股 三命中,条件触发,首入场闸门=09-16放量收阳站上MA5(≈294)且量比≥1.5；跳空高开在闸门价上方开盘则当日闸门作废,294.0,闸门,304.5,1.54,2026-09-16,304.45,308.2,288.18,296.88,1.57,291.1,1.4256,True,304.45,-2.486,-4.385,-3.912,,已成交,假利好,未触发·空仓(未收阳),,,,,空仓·真避损,-2.502,-3.928,真避损,闸门未开→空仓·真避损：量比1.57✓站上MA5✓但收阴−2.50%✗，放量收阴派发，闸门正确避开下杀,,D+1收盘−2.50%、α−3.91pp；入场价记'未触发'。系统把行业误标为国防军工，文档据消息面修正为出口链。
2026-09-15,301345,涛涛车业,定时策略,买入候选,买入候选·可参与（小仓、条件式）,2.0,最大范围选股+最强选股+量价放量 三命中,条件触发,09-16放量收阳、不破今日低233、站稳MA5(≈228)为入场前提；高开跳空作废(#20),228.0,闸门,239.16,1.55,2026-09-16,241.5,241.5,234.22,237.3,0.48,230.65,1.4256,True,239.16,-0.778,-3.558,-2.204,,已成交,选错·策略,未触发·空仓(未收阳;量比0.48<1.2),,,,,空仓·真避损,-0.778,-2.204,避损,跳空高开(开241.50>昨收239.16)作废→空仓·避损；收阴缩量−0.78%，bias5回吐如期兑现,,trigger_price取站稳MA5的228，另有'不破今低233'下限条件。D+1收盘−0.78%、α−2.19pp。
2026-09-15,002033,丽江股份,定时策略,检验样本,观望（倾向不建仓）·检验样本；不建仓+方向待动,3.0,策略0合议Top1(综合分0.640·超卖共振2),条件触发,需放量收阳站上MA5(8.84)+主力转流入才考虑；三问任一'否'则维持不建仓,8.84,不建仓,8.3,-2.81,2026-09-16,8.32,8.35,8.25,8.31,0.51,8.36,1.4256,True,8.3,0.12,0.723,-1.306,,已成交,选对,不建仓,,,,,空仓·踏空(机会成本),0.12,-1.306,选对(观望坐实),观望判定坐实：普涨日仅+0.12%缩量、仍在MA5下方，独弱；合议超卖反弹在弱基本面票失效彻底证实,,标题同时写观望与检验样本，表格类型列=检验样本，按规则归检验样本。entry为'才考虑'的前提条件而非买入指令。D+1+0.12%、α−1.29pp。
2026-09-15,600185,珠免集团,定时策略,检验样本,观望·检验样本（事件驱动重组，方向不可测，不建仓）,4.0,反转低换手组合+扣非质量(Top4) 双口径,未指定,事件博弈，观察重组落地方向；未给入场口径,,不建仓,4.68,-5.26,2026-09-16,4.68,4.75,4.62,4.73,0.6,4.75,1.4256,True,4.68,1.068,1.496,-0.358,,已成交,选对,不建仓,,,,,空仓·踏空(机会成本),1.068,-0.358,约当基准,约当基准·事件驱动判定维持：+1.07%≈普涨β，无放量异动(量比0.60)，无格力要约后续公告,,标题'观望·检验样本'，表格类型=检验样本，归检验样本。D+1+1.07%、α−0.34pp。
2026-09-16,301183,东田微,定时策略,买入候选,买入候选（回踩限价），只用回踩限价入场不追高开,1.0,最强选股(wr99.52)+量价放量+最大范围 三命中,限价,挂300.6~303.7（昨收−1%~昨收）回踩限价；跳空高开>3%则作废,303.7,限价挂单,302.41,14.25,2026-09-17,300.98,306.0,291.2,297.1,1.11,,0.1698,True,300.98,-1.289,,-1.459,,已成交,追高,限价成交,300.98,-1.289,,-1.459,选错,-1.756,-1.926,买入亏损(回踩限价接飞刀),回踩限价成交→亏损：平开300.98落区间成交，全天低开走弱收−1.76%，入场→收盘−2.17%，止损284未破,,trigger_price取限价区间上限303.7，下限300.6。复盘归因：闸门只防跳空高开、缺低开阴跌保护(催生#34)。P_entry=303.7，α−1.88pp。
2026-09-16,300939,秋田微,定时策略,检验样本,检验样本·可参与偏谨慎,2.0,最强选股(wr99.97)+量价放量+最大范围 三命中,条件触发,需次日放量收阳（量比≥1.5）延续才升为偏多；无量则维持检验/观望,,闸门,81.1,12.39,2026-09-17,80.22,96.9,80.1,95.4,2.49,,0.1698,True,80.22,18.923,,18.753,,已成交,选对,闸门触发·成交,80.22,18.923,,18.753,选对,17.633,17.463,选对(闸门firing大赢),'放量收阳'闸门firing→涨停+17.63%：量比2.49放量，开盘默认入场80.22→收盘+18.92%,,表态'可参与偏谨慎'但类型显式=检验样本，按规则归检验样本(明确说是检验)。触发条件为量能非价位，trigger_price为null。α+17.51pp。
2026-09-16,301046,能辉科技,定时策略,检验样本,检验样本/观望；不建仓，1日不给方向,5.0,动量组合(动量分266)+放量后缩量回踩+最大范围 三口径,条件触发,需放量收阳站上MA5 32.0（量比≥1.5）；缺则维持低波动待动,32.0,闸门,31.39,-0.95,2026-09-17,31.08,32.55,30.93,31.41,0.95,,0.1698,True,31.08,1.062,,0.892,,已成交,选对,未触发·空仓(收盘31.41未站上32.0;量比0.95<1.5),,,,,空仓·踏空(机会成本),0.064,-0.106,约当基准(待动未触发),观望·约当基准走平：+0.06%，冲高32.55短暂破MA5后回落收平，触发未确认，不亏不赚,,标题'检验样本/观望'，表格表态观望、类型检验样本，按规则归检验样本。跨行业(光伏EPC)对照样本。α−0.06pp。
2026-09-16,300951,博硕科技,定时策略,观望,观望，追不得；本票不建仓,3.0,最强选股(wr96.07)+最大范围 两命中,条件触发,需放量收阳突破前高+主力续大额流入才转可参与；当前缩量滞涨=触发未现,,不建仓,93.2,0.2,2026-09-17,92.0,95.95,91.01,91.77,0.69,,0.1698,True,92.0,-0.25,,-0.42,,已成交,观望正确(跌),不建仓,,,,,观望正确(跌),-1.534,-1.704,真避损,观望·真避损：高位缩量滞涨派发预警兑现，冲高95.95→收91.77(−1.53%)，观望正确,,标题/正文/表态均为观望，仅表格类型列写检验样本，按规则取观望。锚点顺序中该票位列第4、表格排序第3，rank取表格。α−1.65pp。
2026-09-16,002913,奥士康,定时策略,规避,规避（不建仓）+方向不给，只标高波动风险,4.0,最强选股(wr100)+最大范围 两命中；电子板块角色表龙头,未指定,不建仓；若要翻多需主力转净流入+融资占比回落，当前相反,,不建仓,83.11,10.01,2026-09-17,83.11,84.49,81.01,82.15,0.78,,0.1698,True,83.11,-1.155,,-1.325,,已成交,真避损,不建仓,,,,,真避损,-1.155,-1.325,真避损,规避·真避损：涨停次日回落−1.16%未续板，#33个票绝对为负=真避损,,标题'规避/检验样本'，表态规避(不建仓)，规避优先。锚点顺序第3、表格排序第4，rank取表格。α−1.28pp。
2026-09-17,601061,中信金属,定时策略,买入候选,买入候选·首选，可参与（条件式低吸）,1.0,反转低换手组合top1(综合分1.621),条件触发,入场闸门=放量收阳站上MA5(11.26)，量比>1.5（量能自证型#34）；触发前不给方向低波待动,11.26,闸门,11.13,-1.94,,,,,,,,,,,,,,,D+1未到,,D+1未到,,,,,,,,,,,D+1未到。表格名称写'中储/中信金属'，以标题'中信金属'为准。financing三项False供给面干净。
2026-09-17,601872,招商轮船,定时策略,买入候选,买入候选，可参与（gap-fade回踩限价）,2.0,最强选股(wr100)+最大范围+量价放量 三命中,限价,挂21.63~21.85（昨收−1%~昨收）回踩限价；低开破MA5(20.44)或跳空高开>3%(>22.51)作废,21.85,限价挂单,21.85,10.02,,,,,,,,,,,,,,,D+1未到,,D+1未到,,,,,,,,,,,D+1未到。trigger_price取限价区间上限21.85，下限21.63。无当日per-stock闭环json，可转债/定增/解禁固定一问未取数移交次日。
2026-09-17,300802,矩子科技,定时策略,检验样本,检验样本｜观望-待触发,3.0,最强选股(wr98.57)+最大范围+量价放量 三命中,条件触发,放量收阳站上压力27.83且主力资金翻正才参与（条件式，缺一不建仓）,27.83,不建仓,26.65,5.54,,,,,,,,,,,,,,,D+1未到,,D+1未到,,,,,,,,,,,D+1未到。标题'检验样本｜观望-待触发'，表格类型检验样本、表态观望，按规则归检验样本。文档另建议策略侧对该类票加筹码背离降权标记。
2026-09-17,003033,征和工业,定时策略,规避,检验样本｜规避-不建仓,4.0,最强选股(wr99.52)+最大范围 两命中,未指定,不建仓；未给入场口径,,不建仓,83.52,2.88,,,,,,,,,,,,,,,D+1未到,,D+1未到,,,,,,,,,,,D+1未到。标题同时写检验样本与规避，表态规避(不建仓)，规避优先。5日方向偏空(低)，1日不给方向。
2026-09-17,001326,联域股份,定时策略,规避,规避-不建仓，不给方向,5.0,最强选股(wr93.18降权段)+最大范围+量价放量,未指定,不建仓；未给入场口径,,不建仓,92.55,8.37,,,,,,,,,,,,,,,D+1未到,,D+1未到,,,,,,,,,,,D+1未到。wr落在80-95降权段(2B)。financing三项False。
